ʑu	ʑ u	CV	0
u³²	u ³²	VT	0
dy	d y	CV	0
æ̃³¹	æ̃ ³¹	VT	0
)t	t	0C	0
ɕʰɯ̃	ɕʰ ɯ̃	CV	0
nu	n u	CV	0
fɔ	f ɔ	CV	0
³¹ɤ̃	³¹ + ɤ̃	TV	0
‹›	NULL	00	0
vɔ	v ɔ	CV	0
⁵⁵a	⁵⁵ + a	TV	0
^õ	õ	V	0
ũ⁵⁵	ũ ⁵⁵	VT	0
fɤ̃	f ɤ̃	CV	0
³⁵ɣ	³⁵ + ɣ	TC	0
zɯ̃	z ɯ̃	CV	0
tɤ̃	t ɤ̃	CV	0
³³qʰ	³³ + qʰ	TC	0
⁴⁴d	⁴⁴ + d	TC	0
zi	z i	CV	0
ʔo	ʔ o	CV	0
²¹χ	²¹ + χ	TC	0
cʰa	cʰ a	CV	0
ʐʅ̃	ʐ ʅ̃	CV	0
ʅ̃³³	ʅ̃ ³³	VT	0
ɕɔ̃	ɕ ɔ̃	CV	0
dɛ	d ɛ	CV	0
ʈʊ	ʈ ʊ	CV	0
ỹ³¹	ỹ ³¹	VT	0
nɔ̃	n ɔ̃	CV	0
ʈæ̃	ʈ æ̃	CV	0
ɕɿ	ɕ ɿ	CV	0
⁴⁴ʈ	⁴⁴ + ʈ	TC	0
sy	s y	CV	0
fo	f o	CV	0
fʊ	f ʊ	CV	0
ʊ⁵⁵	ʊ ⁵⁵	VT	0
ɛʔ	ɛ ʔ	VC	0
ʐɯ̃	ʐ ɯ̃	CV	0
æ̃³³	æ̃ ³³	VT	0
³³ʐ	³³ + ʐ	TC	0
kɤ̃	k ɤ̃	CV	0
ʧʰũ	ʧʰ ũ	CV	0
ɣa	ɣ a	CV	0
ɴa	ɴ a	CV	0
⁵⁵ʂ	⁵⁵ + ʂ	TC	0
y³⁵	y ³⁵	VT	0
jɤ	j ɤ	CV	0
xɔ̃	x ɔ̃	CV	0
⁴⁴c	⁴⁴ + c	TC	0
⁵⁵b	⁵⁵ + b	TC	0
ɲʊ̃	ɲ ʊ̃	CV	0
ʊ̃³³	ʊ̃ ³³	VT	0
kj	k j	CC	0
³³ã	³³ + ã	TV	0
⁴²cʰ	⁴² + cʰ	TC	0
cʰɤ	cʰ ɤ	CV	0
ũ⁴⁴	ũ ⁴⁴	VT	0
ɣu	ɣ u	CV	0
pɯ̃	p ɯ̃	CV	0
ẽʔ	ẽ ʔ	VC	0
⁴⁴kʲ	⁴⁴ + kʲ	TC	0
ũ⁴²	ũ ⁴²	VT	0
ty	t y	CV	0
³¹sʰ	³¹ + sʰ	TC	0
ʥỹ	ʥ ỹ	CV	0
ỹ⁴²	ỹ ⁴²	VT	0
ŋẽ	ŋ ẽ	CV	0
²¹(	²¹	T0	0
³³ʈ	³³ + ʈ	TC	0
sæ	s æ	CV	0
ʐɤ	ʐ ɤ	CV	0
²¹b	²¹ + b	TC	0
³³b	³³ + b	TC	0
(j	j	0C	0
)p	p	0C	0
ʅ⁵⁵	ʅ ⁵⁵	VT	0
⁵⁵c	⁵⁵ + c	TC	0
²¹ʂ	²¹ + ʂ	TC	0
ʊ²¹	ʊ ²¹	VT	0
tʰʊ	tʰ ʊ	CV	0
bɛ	b ɛ	CV	0
(s	s	0C	0
ʐe	ʐ e	CV	0
vĩ	v ĩ	CV	0
sʊ	s ʊ	CV	0
pʰẽ	pʰ ẽ	CV	0
³³ʧʰ	³³ + ʧʰ	TC	0
³¹qʰ	³¹ + qʰ	TC	0
qʰã	qʰ ã	CV	0
⁴²qʰ	⁴² + qʰ	TC	0
qʰɛ̃	qʰ ɛ̃	CV	0
nĩ	n ĩ	CV	0
ʂv	ʂ v/ʯ	CC	0
v³⁵	v ³⁵	CT	0
³⁵ʧʰ	³⁵ + tʃʰ	TC	0
ɴõ	ɴ õ	CV	0
³²kʰ	³² + kʰ	TC	0
gu	g u	CV	0
³¹d	³¹ + d	TC	0
xʰu	xʰ u	CV	0
fi	f i	CV	0
cʰã	cʰ ã	CV	0
³³v	³³ + v	TC	0
⁴⁴ɤ	⁴⁴ + ɤ	TV	0
⁴²v	⁴² + v	TC	0
ʐɛ̃	ʐ ɛ̃	CV	0
ʂæ̃	ʂ æ̃	CV	0
ɕʰẽ	ɕʰ ẽ	CV	0
ɕʰe	ɕʰ e	CV	0
ʔe	ʔ e	CV	0
ɕʰɔ̃	ɕʰ ɔ̃	CV	0
dɯ̃	d ɯ̃	CV	0
^ẽ	ẽ	V	0
⁴²(	⁴²	T0	0
(tʰ	tʰ	0C	0
⁴²)	⁴²	T0	0
nẽ	n ẽ	CV	0
qʰæ	qʰ æ	CV	0
cã	c ã	CV	0
ɕɑ	ɕ ɑ	CV	0
ɑ³⁵	ɑ ³⁵	VT	0
⁵⁵ɕʰ	⁵⁵ + ɕʰ	TC	0
³¹pʰ	³¹ + pʰ	TC	0
⁴²ʂ	⁴² + ʂ	TC	0
⁴²sʰ	⁴² + sʰ	TC	0
³²s	³² + s	TC	0
kʲʰe	kʲʰ e	CV	0
qʰẽ	qʰ ẽ	CV	0
pʰæ	pʰ æ	CV	0
ɴ̣³¹	ɴ̩ ³¹	CT	0
ɲũ	ɲ ũ	CV	0
ɕʰũ	ɕʰ ũ	CV	0
ʂʰe	ʂʰ e	CV	0
sʰɔ̃	sʰ ɔ̃	CV	0
ʈʰu	ʈʰ u	CV	0
qʰɯ̃	qʰ ɯ̃	CV	0
ɖẽ	ɖ ẽ	CV	0
ɲĩ	ɲ ĩ	CV	0
qʰɛ	qʰ ɛ	CV	0
ʂʰʅ	ʂʰ ʅ	CV	0
⁴²ʐ	⁴² + ʐ	TC	0
xæ̃	x æ̃	CV	0
æ̃³⁵	æ̃ ³⁵	VT	0
³⁵ʐ	³⁵ + ʐ	TC	0
ʐæ	ʐ æ	CV	0
⁴²q	⁴² + q	TC	0
⁵⁵χ	⁵⁵ + χ	TC	0
²¹x	²¹ + x	TC	0
tʰɯ̃	tʰ ɯ̃	CV	0
xɑ	x ɑ	CV	0
pʰe	pʰ e	CV	0
⁴⁴ɥ	⁴⁴ + ɥ	TC	0
tɛ̃	t ɛ̃	CV	0
³³f	³³ + f	TC	0
⁴²ɕ	⁴² + ɕ	TC	0
³²x	³² + x	TC	0
³⁵d	³⁵ + d	TC	0
sʰɿ̃	sʰ ɿ̃	CV	0
ɿ̃⁵⁵	ɿ̃ ⁵⁵	VT	0
ʂʰɛ̃	ʂʰ ɛ̃	CV	0
qɯ̃	q ɯ̃	CV	0
uẽ	w ẽ	VV	0
⁵⁵o	⁵⁵ + o	TV	0
zã	z ã	CV	0
zɔ̃	z ɔ̃	CV	0
ʥɔ̃	ʥ ɔ̃	CV	0
gɤ	g ɤ	CV	0
ʈʰa	ʈʰ a	CV	0
wæ̃	w æ̃	CV	0
ʈʰɯ	ʈʰ ɯ	CV	0
(a	a	0V	0
⁴²ɲ	⁴² + ɲ	TC	0
gɯ̃	g ɯ̃	CV	0
ʈɔ	ʈ ɔ	CV	0
kʲʰɛ	kʲʰ ɛ	CV	0
⁵⁵ʑ	⁵⁵ + ʑ	TC	0
⁵⁵ɤ̃	⁵⁵ + ɤ̃	TV	0
sʰẽ	sʰ ẽ	CV	0
sʰõ	sʰ õ	CV	0
ũ³¹	ũ ³¹	VT	0
næ̃	n æ̃	CV	0
y²¹	y ²¹	VT	0
ye	ɥ e	VV	0
^ʰɯ	ʰɯ	V	0
ʰɯ⁵⁵	ʰɯ ⁵⁵	VT	0
lã	l ã	CV	0
²¹ɕ	²¹ + ɕ	TC	0
³¹g	³¹ + g	TC	0
gɛ	g ɛ	CV	0
ɣũ	ɣ ũ	CV	0
ũ³³	ũ ³³	VT	0
wõ	w õ	CV	0
ŋɤ̃	ŋ ɤ̃	CV	0
ŋɯ̃	ŋ ɯ̃	CV	0
²¹‹	²¹ ‹	T0	0
›j	› j	0C	0
ʂʰɤ	ʂʰ ɤ	CV	0
qʰɔ	qʰ ɔ	CV	0
kʰõ	kʰ õ	CV	0
kʰã	kʰ ã	CV	0
kʰɤ̃	kʰ ɤ̃	CV	0
ŋɔ̃	ŋ ɔ̃	CV	0
ŋã	ŋ ã	CV	0
ĩʔ	ĩ ʔ	VC	0
ɣõ	ɣ õ	CV	0
^ɑ	ɑ	V	0
⁴⁴ṃ	⁴⁴ + ṃ	TC	0
ṃ⁴⁴	ṃ ⁴⁴	CT	0
²¹i	²¹ + i	TV	0
⁵⁵xʰ	⁵⁵ + xʰ	TC	0
xʰa	xʰ a	CV	0
³⁵c	³⁵ + c	TC	0
cɤ	c ɤ	CV	0
⁵⁵‹	⁵⁵ ‹	T0	0
›t	› t	0C	0
⁴⁴ʑ	⁴⁴ + ʑ	TC	0
³⁵sʰ	³⁵ + sʰ	TC	0
vɤ̃	v ɤ̃	CV	0
vã	v ã	CV	0
^ɥ	ɥ	C	0
qʰõ	qʰ õ	CV	0
nɤ̃	n ɤ̃	CV	0
^ɔ̃	ɔ̃	V	0
⁴²ʃ	⁴² + ʃ	TC	0
⁴⁴ʂ	⁴⁴ + ʂ	TC	0
qɛ̃	q ɛ̃	CV	0
⁴⁴u	⁴⁴ + u	TV	0
⁴⁴ɔ	⁴⁴ + ɔ	TV	0
³³u	³³ + u	TV	0
⁴⁴ɛ	⁴⁴ + ɛ	TV	0
⁵⁵ʧ	⁵⁵ + ʧ	TC	0
⁵⁵tʂʰɛ	⁵⁵ + ʈʂʰ ɛ
³³tʂʰ	³³ + ʈʂʰ
^ʂʅ³³tʂʰʅ³³$	ʂ ʅ ³³ + ʈʂʰ ʅ ³³	
^ma⁵⁵tʂʰɛ⁵⁵$	m a ⁵⁵ + ʈʂʰ ɛ ⁵⁵						
ɣɛ	ɣ ɛ	CV	0
³⁵kʲ	³⁵ + kʲ	TC	0
⁴⁴ɔ̃	⁴⁴ + ɔ̃	TV	0
ʔõ	ʔ õ	CV	0
ɴ̣³⁵	ɴ̩ ³⁵	CT	0
ɴ̣⁵⁵	ɴ̩ ⁵⁵	CT	0
⁵⁵ɔ̃	⁵⁵ + ɔ̃	TV	0
³³ʃ	³³ + ʃ	TC	0
mõ	m õ	CV	0
æ³¹	æ ³¹	VT	0
³³z	³³ + z	TC	0
lũ	l ũ	CV	0
qõ	q õ	CV	0
^ṽ	ṽ	C	0
ṽ³³	ṽ ³³	CT	0
mæ̃	m æ̃	CV	0
ʐu	ʐ u	CV	0
³¹ɖ	³¹ + ɖ	TC	0
⁵⁵ɖ	⁵⁵ + ɖ	TC	0
ɯ̃ʔ	ɯ̃ ʔ	VC	0
$	NULL	NULL	0
^	NULL	NULL	0
